concept,methods,category
265407000,"['360020006 | Extirpation - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
31319008,"['129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
169368002,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
235344008,"['360020006 | Extirpation - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
32414000,"['419656003 | Examination AND/OR history taking - action (qualifier value) |', '302199004 | Examination - action (qualifier value) |', '129433002 | Inspection - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
169370006,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
2234009,"['129371009 | Fixation - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
39646005,,
73509004,"['257903006 | Repair - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129354008 | Exteriorization - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
174158000,"['419656003 | Examination AND/OR history taking - action (qualifier value) |', '302199004 | Examination - action (qualifier value) |', '129433002 | Inspection - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
446223002,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
61902006,"['129287005 | Incision - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
449194009,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
169295005,,
22781005,"['257903006 | Repair - action (qualifier value) |', '129368001 | Cerclage - action (qualifier value) |', '129357001 | Closure - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
315322008,"['257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
228667007,"['360037004 | Imaging - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
78110003,"['129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
75312003,"['257903006 | Repair - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129354008 | Exteriorization - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
235386002,"['257903006 | Repair - action (qualifier value) |', '129357001 | Closure - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
46295004,"['257903006 | Repair - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
414301000119107,"['360037004 | Imaging - action (qualifier value) |', '278110001 | Radiographic imaging - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
60362005,"['257903006 | Repair - action (qualifier value) |', '129357001 | Closure - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
87279008,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
45643008,,
174059005,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
37924007,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
72673002,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129292007 | Evacuation - action (qualifier value) |', '129289008 | Drainage - action (qualifier value) |', '129287005 | Incision - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
30402002,"['257903006 | Repair - action (qualifier value) |', '129371009 | Fixation - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
301699000,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
5304008,,
89339008,"['257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129354008 | Exteriorization - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
169291001,,
299681007,"['360021005 | Bypass - action (qualifier value) |', '257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
169352008,"['257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129330003 | Infusion - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
307241002,"['129419002 | Dilation - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
235320006,"['129298006 | Division - action (qualifier value) |', '129287005 | Incision - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
78299009,"['129314006 | Biopsy - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
231737005,"['360270004 | Therapy - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
235381007,"['257903006 | Repair - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
236783000,"['129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
